Rank_x,Player,REC_RECEIVING,TGT_RECEIVING,YDS_RECEIVING,Y/R_RECEIVING,LG_RECEIVING,20+_RECEIVING,TD_RECEIVING,ATT_RUSHING,YDS_RUSHING,TD_RUSHING,FL_MISC,G_MISC,FPTS_MISC,FPTS/G_MISC,ROST_MISC,Season,pid,Rank_y,Player Team (Bye),POS,Yahoo,Sleeper,RTSports,AVG
1,Rob Gronkowski (FA),72,120,1176,16.3,76,22,11,0,0,0,0,15,219.6,14.6,1.1%,2015,9721,,,,,,,
2,Jordan Reed (FA),87,114,952,10.9,32,14,11,0,0,0,2,14,200.7,14.3,19.0%,2015,11690,,,,,,,
3,Gary Barnidge (FA),79,125,1043,13.2,40,16,9,0,0,0,0,16,197.8,12.4,0.1%,2015,9226,,,,,,,
4,Delanie Walker (FA),94,133,1088,11.6,61,13,6,1,36,0,0,15,197.4,13.2,0.1%,2015,9172,,,,,,,
5,Greg Olsen (FA),77,124,1104,14.3,52,20,7,0,0,0,1,16,188.9,11.8,7.0%,2015,9238,,,,,,,
6,Tyler Eifert (FA),52,74,615,11.8,31,8,13,0,0,0,0,13,165.5,12.7,0.0%,2015,11692,,,,,,,
7,Benjamin Watson (FA),74,110,825,11.1,46,13,6,0,0,0,1,16,153.5,9.6,2.8%,2015,9040,,,,,,,
8,Travis Kelce (KC),72,103,875,12.2,42,10,5,0,0,0,2,16,153.5,9.6,100.0%,2015,11594,,,,,,,
9,Zach Ertz (ARI),75,112,853,11.4,60,11,2,0,0,0,1,15,132.8,8.9,20.8%,2015,11689,,,,,,,
10,Richard Rodgers (FA),58,85,510,8.8,61,6,8,1,11,0,0,16,131.1,8.2,0.0%,2015,12233,,,,,,,
11,Jason Witten (FA),77,104,713,9.3,35,4,3,0,0,0,1,16,125.8,7.9,0.0%,2015,9275,,,,,,,
12,Antonio Gates (FA),56,85,630,11.3,40,5,5,0,0,0,0,11,121.0,11.0,0.2%,2015,9027,,,,,,,
13,Eric Ebron (FA),47,70,537,11.4,55,5,5,0,0,0,0,14,107.2,7.7,0.0%,2015,12143,,,,,,,
14,Kyle Rudolph (FA),49,73,495,10.1,47,4,5,0,0,0,0,16,104.0,6.5,0.0%,2015,9906,,,,,,,
15,Jacob Tamme (FA),59,81,657,11.1,41,7,1,0,0,0,0,15,101.2,6.7,0.0%,2015,9252,,,,,,,
16,Julius Thomas (FA),46,80,455,9.9,34,5,5,0,0,0,0,12,98.5,8.2,0.0%,2015,9966,,,,,,,
17,Heath Miller (FA),60,81,535,8.9,27,5,2,1,2,0,0,15,97.7,6.5,0.0%,2015,9242,,,,,,,
18,Jimmy Graham (NO),48,74,605,12.6,45,11,2,0,0,0,0,11,96.5,8.8,0.3%,2015,9712,,,,,,,
19,Charles Clay (FA),51,77,528,10.4,40,9,3,0,0,0,0,13,96.3,7.4,0.0%,2015,10003,,,,,,,
20,Coby Fleener (FA),54,84,491,9.1,57,4,3,0,0,0,0,16,96.1,6.0,0.0%,2015,11220,,,,,,,
21,Owen Daniels (FA),46,77,517,11.2,37,6,3,0,0,0,0,16,92.7,5.8,0.0%,2015,9496,,,,,,,
22,Zach Miller (FA),34,46,439,12.9,87,7,5,0,0,0,0,15,90.9,6.1,0.0%,2015,9635,,,,,,,
23,Ladarius Green (FA),37,63,429,11.6,31,5,4,0,0,0,0,13,89.4,6.9,0.0%,2015,11221,,,,,,,
24,Martellus Bennett (FA),53,80,439,8.3,24,5,3,0,0,0,0,11,88.4,8.0,23.0%,2015,9429,,,,,,,
25,Will Tye (FA),42,62,464,11.0,45,5,3,0,0,0,1,13,83.4,6.4,0.0%,2015,14439,,,,,,,
26,Crockett Gillmore (FA),33,47,412,12.5,46,5,4,0,0,0,0,10,81.7,8.2,0.0%,2015,12234,,,,,,,
27,Jordan Cameron (FA),35,70,386,11.0,29,4,3,0,0,0,0,16,74.1,4.6,0.1%,2015,9946,,,,,,,
28,Brent Celek (FA),27,35,398,14.7,60,6,3,0,0,0,0,16,71.3,4.5,0.0%,2015,9070,,,,,,,
29,Austin Seferian-Jenkins (FA),21,39,338,16.1,43,7,4,0,0,0,0,7,68.3,9.8,0.0%,2015,12145,,,,,,,
30,Jared Cook (FA),39,75,481,12.3,49,7,0,0,0,0,1,16,67.6,4.2,0.0%,2015,9265,,,,,,,
31,Vance McDonald (FA),30,46,326,10.9,36,5,3,0,0,0,0,14,65.6,4.7,0.0%,2015,11699,,,,,,,
32,Clive Walford (FA),28,50,329,11.8,33,5,3,0,0,0,0,16,64.9,4.1,0.0%,2015,13956,,,,,,,
33,Scott Chandler (FA),23,42,259,11.3,30,4,4,0,0,0,0,15,61.4,4.1,0.0%,2015,9852,,,,,,,
34,Darren Fells (FA),21,28,311,14.8,48,4,3,0,0,0,0,14,59.6,4.3,0.0%,2015,13636,,,,,,,
35,Vernon Davis (FA),38,58,395,10.4,43,4,0,0,0,0,0,15,58.5,3.9,1.6%,2015,9621,,,,,,,
36,Cameron Brate (FA),23,30,288,12.5,46,5,3,0,0,0,0,14,58.3,4.2,2.0%,2015,13470,,,,,,,
37,Anthony Fasano (FA),26,42,289,11.1,33,3,2,0,0,0,0,16,53.9,3.4,0.1%,2015,9023,,,,,,,
38,Mychal Rivera (FA),32,46,280,8.8,29,2,1,0,0,0,0,16,50.0,3.1,0.2%,2015,11700,,,,,,,
39,Lance Kendricks (FA),25,40,245,9.8,37,3,2,0,0,0,0,15,49.0,3.3,0.0%,2015,9912,,,,,,,
40,Larry Donnell (FA),29,41,223,7.7,22,2,2,0,0,0,0,8,48.8,6.1,0.0%,2015,11992,,,,,,,
41,Maxx Williams (FA),32,48,268,8.4,28,2,1,0,0,0,0,14,48.8,3.5,0.0%,2015,13919,,,,,,,
42,Ryan Griffin (FA),20,34,251,12.6,37,4,2,0,0,0,0,9,47.1,5.2,0.0%,2015,11830,,,,,,,
43,Garrett Celek (FA),19,28,186,9.8,33,2,3,0,0,0,0,11,46.1,4.2,0.0%,2015,11507,,,,,,,
44,Jermaine Gresham (FA),18,32,223,12.4,22,3,1,0,0,0,0,15,37.3,2.5,0.0%,2015,9685,,,,,,,
45,Luke Willson (FA),17,26,213,12.5,24,3,1,0,0,0,0,14,35.8,2.6,0.0%,2015,11812,,,,,,,
46,Ed Dickson (FA),17,26,121,7.1,17,0,2,0,0,0,0,16,32.6,2.0,0.0%,2015,9706,,,,,,,
47,Josh Hill (FA),16,30,120,7.5,19,0,2,0,0,0,0,16,32.0,2.0,0.0%,2015,13565,,,,,,,
48,Marcedes Lewis (CHI),16,37,226,14.1,45,4,0,0,0,0,0,16,30.6,1.9,0.0%,2015,9413,,,,,,,
49,Craig Stevens (FA),12,16,121,10.1,27,3,2,0,0,0,0,16,30.1,1.9,0.0%,2015,9137,,,,,,,
50,Clay Harbor (FA),14,20,149,10.6,26,2,1,0,0,0,0,15,29.9,2.0,0.0%,2015,9789,,,,,,,
51,Virgil Green (FA),12,15,173,14.4,32,3,1,0,0,0,0,16,29.3,1.8,0.0%,2015,10026,,,,,,,
52,C.J. Fiedorowicz (FA),17,24,167,9.8,25,1,1,0,0,0,1,16,29.2,1.8,0.0%,2015,12146,,,,,,,
53,Michael Hoomanawanui (FA),11,16,76,6.9,19,0,3,1,0,0,1,14,29.1,2.1,0.1%,2015,9740,,,,,,,
54,Derek Carrier (FA),17,22,141,8.3,20,2,1,0,0,0,0,12,28.6,2.4,0.0%,2015,11417,,,,,,,
55,Nick Boyle (FA),18,23,153,8.5,25,1,0,0,0,0,0,11,26.3,2.4,0.0%,2015,13963,,,,,,,
56,Blake Bell (KC),15,25,186,12.4,48,3,0,0,0,0,0,14,26.1,1.9,0.1%,2015,13966,,,,,,,
57,Bruce Miller (FA),10,14,135,13.5,52,2,0,6,14,1,0,16,25.9,1.6,0.0%,2015,10031,,,,,,,
58,Dion Sims (FA),18,25,127,7.1,22,1,1,0,0,0,1,13,25.7,2.0,0.0%,2015,11691,,,,,,,
59,Dwayne Allen (FA),16,29,109,6.8,21,1,1,1,1,0,0,13,25.0,1.9,0.0%,2015,11219,,,,,,,
60,Tyler Kroft (MIA),11,15,129,11.7,22,2,1,0,0,0,0,16,24.4,1.5,0.1%,2015,13960,,,,,,,
61,Tim Wright (FA),9,16,77,8.6,26,1,2,0,0,0,0,9,24.2,2.7,0.0%,2015,11997,,,,,,,
62,Rhett Ellison (FA),11,19,124,11.3,41,2,1,0,0,0,0,15,23.9,1.6,0.0%,2015,11315,,,,,,,
63,Justin Perillo (FA),11,13,102,9.3,24,2,1,0,0,0,0,9,21.7,2.4,0.0%,2015,13388,,,,,,,
64,Chris Gragg (FA),12,20,150,12.5,29,1,0,0,0,0,0,13,21.0,1.6,0.0%,2015,11698,,,,,,,
65,Cooper Helfet (FA),13,22,130,10.0,20,1,0,0,0,0,0,14,19.5,1.4,0.0%,2015,13676,,,,,,,
66,Jack Doyle (FA),12,14,72,6.0,19,0,1,0,0,0,0,16,19.2,1.2,2.0%,2015,11987,,,,,,,
67,Jake Stoneburner (FA),5,5,47,9.4,13,0,2,0,0,0,0,11,19.2,1.7,0.0%,2015,11593,,,,,,,
68,Lee Smith (FA),12,13,70,5.8,17,0,1,0,0,0,0,15,19.0,1.3,0.0%,2015,9992,,,,,,,
69,Brandon Myers (FA),12,17,127,10.6,17,0,0,0,0,0,0,11,18.7,1.7,0.0%,2015,9065,,,,,,,
70,John Phillips (FA),10,11,69,6.9,15,0,1,0,0,0,0,16,17.9,1.1,0.0%,2015,9312,,,,,,,
71,Jesse James (NO),8,11,56,7.0,20,1,1,0,0,0,0,8,17.6,2.2,0.0%,2015,13959,,,,,,,
72,Troy Niklas (FA),4,4,33,8.3,13,0,2,0,0,0,0,16,17.3,1.1,0.0%,2015,12151,,,,,,,
73,Chase Coffman (FA),8,11,71,8.9,16,0,1,0,0,0,0,2,17.1,8.6,0.0%,2015,9110,,,,,,,
74,Demetrius Harris (FA),7,11,74,10.6,25,1,1,0,0,0,0,16,16.9,1.1,0.0%,2015,11881,,,,,,,
75,Luke Stocker (FA),9,13,61,6.8,14,0,1,0,0,0,0,14,16.6,1.2,0.0%,2015,9948,,,,,,,
76,Brandon Pettigrew (FA),7,15,67,9.6,21,1,1,0,0,0,0,8,16.2,2.0,0.0%,2015,9066,,,,,,,
77,Gavin Escobar (FA),8,13,64,8.0,22,1,1,0,0,0,1,14,14.4,1.0,0.0%,2015,11693,,,,,,,
78,MyCole Pruitt (ATL),10,16,89,8.9,32,1,0,0,0,0,0,16,13.9,0.9,0.0%,2015,13964,,,,,,,
79,Tony Moeaki (FA),3,5,58,19.3,42,1,1,0,0,0,0,11,13.3,1.2,0.0%,2015,9724,,,,,,,
80,James Hanna (FA),9,14,79,8.8,17,0,0,0,0,0,0,14,12.4,0.9,0.0%,2015,11354,,,,,,,
81,James O'Shaughnessy (FA),6,9,87,14.5,30,2,0,0,0,0,0,7,11.7,1.7,0.0%,2015,14146,,,,,,,
82,Garrett Graham (FA),4,19,30,7.5,9,0,1,0,0,0,0,8,11.0,1.4,0.0%,2015,9796,,,,,,,
83,Jeff Cumberland (FA),5,14,77,15.4,44,1,0,0,0,0,0,15,10.2,0.7,0.0%,2015,11051,,,,,,,
84,Jerome Cunningham (FA),8,16,59,7.4,16,0,0,0,0,0,0,9,9.9,1.1,0.0%,2015,13849,,,,,,,
85,Levine Toilolo (FA),7,12,44,6.3,11,0,0,0,0,0,0,16,9.9,0.6,0.0%,2015,11694,,,,,,,
86,Daniel Brown (FA),6,11,64,10.7,31,1,0,0,0,0,0,6,9.4,1.6,0.0%,2015,14470,,,,,,,
87,Kellen Davis (FA),3,11,18,6.0,9,0,1,0,0,0,0,16,9.3,0.6,0.2%,2015,9348,,,,,,,
88,Jim Dray (FA),6,16,61,10.2,18,0,0,0,0,0,0,16,9.1,0.6,0.0%,2015,9794,,,,,,,
89,Daniel Fells (FA),6,7,60,10.0,23,1,0,0,0,0,0,2,9.0,4.5,0.0%,2015,9144,,,,,,,
90,Trey Burton (FA),3,4,54,18.0,43,1,0,0,0,0,0,16,6.9,0.4,0.0%,2015,12153,,,,,,,
91,Rob Housler (FA),4,7,33,8.3,12,0,0,0,0,0,0,10,5.3,0.5,0.0%,2015,9927,,,,,,,
92,Cory Harkey (FA),5,6,26,5.2,12,0,0,0,0,0,0,16,5.1,0.3,0.2%,2015,11562,,,,,,,
93,Andrew Quarless (FA),4,5,31,7.8,13,0,0,0,0,0,0,5,5.1,1.0,0.0%,2015,9815,,,,,,,
94,Nick O'Leary (FA),1,3,37,37.0,37,1,0,0,0,0,0,4,4.2,1.1,0.0%,2015,13957,,,,,,,
95,Michael Williams (FA),3,6,26,8.7,15,0,0,0,0,0,0,15,4.1,0.3,0.0%,2015,11696,,,,,,,
96,Matt LaCosse (FA),3,3,22,7.3,10,0,0,0,0,0,0,2,3.7,1.9,0.0%,2015,14288,,,,,,,
97,Darren Waller (NYG),2,6,18,9.0,17,0,0,0,0,0,0,6,2.8,0.5,98.5%,2015,14104,,,,,,,
98,Phillip Supernaw (FA),3,4,32,10.7,16,0,0,0,0,0,1,16,2.7,0.2,0.0%,2015,12922,,,,,,,
99,Matt Spaeth (FA),2,3,10,5.0,6,0,0,0,0,0,0,13,2.0,0.2,0.0%,2015,9447,,,,,,,
100,Scott Simonson (FA),1,1,10,10.0,10,0,0,0,0,0,0,9,1.5,0.2,0.0%,2015,13839,,,,,,,
101,E.J. Bibbs (FA),1,2,7,7.0,7,0,0,0,0,0,0,7,1.2,0.2,0.0%,2015,13962,,,,,,,
102,Khari Lee (FA),1,3,7,7.0,7,0,0,0,0,0,0,16,1.2,0.1,0.0%,2015,14119,,,,,,,
103,Nic Jacobs (FA),1,3,6,6.0,6,0,0,0,0,0,0,11,1.1,0.1,0.0%,2015,13561,,,,,,,
104,Brian Parker (FA),1,2,6,6.0,6,0,0,0,0,0,0,9,1.1,0.1,0.0%,2015,14332,,,,,,,
105,C.J. Uzomah (NYJ),1,1,4,4.0,4,0,0,0,0,0,0,5,0.9,0.2,0.2%,2015,14084,,,,,,,
106,Brian Leonhardt (FA),1,1,4,4.0,4,0,0,0,0,0,0,4,0.9,0.2,0.0%,2015,13161,,,,,,,
107,MarQueis Gray (FA),1,1,2,2.0,2,0,0,0,0,0,0,4,0.7,0.2,0.0%,2015,11865,,,,,,,
108,Matthew Mulligan (FA),1,1,2,2.0,2,0,0,0,0,0,0,12,0.7,0.1,0.0%,2015,9450,,,,,,,
109,Asante Cleveland (FA),1,1,1,1.0,1,0,0,0,0,0,0,4,0.6,0.2,0.0%,2015,13595,,,,,,,
110,Geoff Swaim (ARI),1,1,0,0.0,0,0,0,0,0,0,0,4,0.5,0.1,0.0%,2015,14164,,,,,,,
111,Alex Smith (FA),0,2,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2015,9011,,,,,,,
112,Justice Cunningham (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2015,11860,,,,,,,
113,Kyle Miller (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2015,11558,,,,,,,
114,Brandon Williams (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2015,11981,,,,,,,
115,Jordan Matthews (FA),85,128,997,11.7,78,14,8,0,0,0,1,16,0.0,0.0,0.0%,2015,12124,,,,,,,
116,Marcel Jensen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,12147,,,,,,,
117,Greg Scruggs (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2015,11385,,,,,,,
118,Je'Ron Hamm (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,13563,,,,,,,
119,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,13862,,,,,,,
120,Erik Swoope (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,12352,,,,,,,
121,Ryan Hewitt (FA),8,12,99,12.4,22,2,0,0,0,0,0,15,0.0,0.0,0.0%,2015,12881,,,,,,,
122,James Casey (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2015,9261,,,,,,,
123,Bear Pascoe (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2015,9035,,,,,,,
124,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,9128,,,,,,,
125,Richie Brockel (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2015,11016,,,,,,,
126,Anthony McCoy (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2015,9741,,,,,,,
127,Mickey Shuler (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,9825,,,,,,,
128,Richard Gordon (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,10008,,,,,,,
129,Konrad Reuland (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2015,10986,,,,,,,
130,Mike Leach (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,9473,,,,,,,
131,Devin Funchess (FA),31,63,473,15.3,52,5,5,0,0,0,1,16,0.0,0.0,0.0%,2015,13915,,,,,,,
132,Wes Saxton (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,13965,,,,,,,
133,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%,2015,15196,,,,,,,
134,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,15246,,,,,,,
135,Tyler Ott (BAL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,15298,,,,,,,
136,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2015,15325,,,,,,,
137,Kevin McDermott (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,15371,,,,,,,
138,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2015,15392,,,,,,,
139,Kennard Backman (FA),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%,2015,14193,,,,,,,
140,Vince Mayle (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2015,13978,,,,,,,
141,Jake Fisher (FA),1,5,31,31.0,31,1,0,0,0,0,0,14,0.0,0.0,0.0%,2015,14031,,,,,,,
142,Neal Sterling (FA),0,0,0,0.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0%,2015,14116,,,,,,,
143,Mitchell Henry (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2015,14206,,,,,,,
144,David Johnson (FA),1,2,4,4.0,4,0,0,2,4,0,1,16,-0.7,0.0,0.0%,2015,9164,,,,,,,
1,Travis Kelce (KC),85,117,1125,13.2,80,14,4,1,-5,0,0,16,180.5,11.3,100.0%,2016,11594,,,,,,,
2,Kyle Rudolph (FA),83,132,840,10.1,44,11,7,0,0,0,0,16,167.5,10.5,0.0%,2016,9906,,,,,,,
3,Greg Olsen (FA),80,129,1073,13.4,78,14,3,0,0,0,0,16,167.3,10.5,7.0%,2016,9238,,,,,,,
4,Jimmy Graham (NO),65,95,923,14.2,42,10,6,1,0,0,2,16,156.8,9.8,0.3%,2016,9712,,,,,,,
5,Delanie Walker (FA),65,102,800,12.3,47,13,7,2,11,0,0,15,155.6,10.4,0.1%,2016,9172,,,,,,,
6,Zach Ertz (ARI),78,106,816,10.5,30,9,4,0,0,0,0,14,144.6,10.3,20.8%,2016,11689,,,,,,,
7,Cameron Brate (FA),57,81,660,11.6,38,5,8,0,0,0,0,15,142.5,9.5,2.0%,2016,13470,,,,,,,
8,Martellus Bennett (FA),55,73,701,12.7,58,10,7,2,10,0,0,16,140.6,8.8,23.0%,2016,9429,,,,,,,
9,Jordan Reed (FA),66,89,686,10.4,33,9,6,0,0,0,1,12,135.6,11.3,19.0%,2016,11690,,,,,,,
10,Dennis Pitta (FA),86,121,729,8.5,30,4,2,0,0,0,1,16,125.9,7.9,0.0%,2016,9705,,,,,,,
11,Antonio Gates (FA),53,93,548,10.3,27,5,7,0,0,0,1,14,121.3,8.7,0.2%,2016,9027,,,,,,,
12,Jason Witten (FA),69,95,673,9.8,35,7,3,0,0,0,1,16,117.8,7.4,0.0%,2016,9275,,,,,,,
13,Jack Doyle (FA),59,75,584,9.9,24,5,5,0,0,0,1,16,115.9,7.2,2.0%,2016,11987,,,,,,,
14,Eric Ebron (FA),61,85,711,11.7,61,9,1,1,1,1,0,13,113.7,8.7,0.0%,2016,12143,,,,,,,
15,Coby Fleener (FA),50,81,631,12.6,50,12,3,1,2,1,0,16,112.3,7.0,0.0%,2016,11220,,,,,,,
16,Hunter Henry (NE),36,53,478,13.3,59,7,8,0,0,0,1,15,111.8,7.5,7.0%,2016,15561,,,,,,,
17,Charles Clay (FA),57,87,552,9.7,40,4,4,0,0,0,0,15,107.7,7.2,0.0%,2016,10003,,,,,,,
18,C.J. Fiedorowicz (FA),54,89,559,10.4,26,5,4,0,0,0,0,15,106.9,7.1,0.0%,2016,12146,,,,,,,
19,Gary Barnidge (FA),55,82,612,11.1,43,7,2,0,0,0,0,16,102.7,6.4,0.1%,2016,9226,,,,,,,
20,Dwayne Allen (FA),35,52,406,11.6,23,4,6,0,0,0,0,14,96.1,6.9,0.0%,2016,11219,,,,,,,
21,Zach Miller (FA),47,64,486,10.3,34,5,4,0,0,0,0,10,96.1,9.6,0.0%,2016,9635,,,,,,,
22,Vernon Davis (FA),44,59,583,13.3,44,11,2,0,0,0,0,16,92.3,5.8,1.6%,2016,9621,,,,,,,
23,Lance Kendricks (FA),50,87,499,10.0,44,7,2,0,0,0,1,16,84.9,5.3,0.0%,2016,9912,,,,,,,
24,Rob Gronkowski (FA),25,38,540,21.6,53,12,3,0,0,0,0,8,84.5,10.6,1.1%,2016,9721,,,,,,,
25,Tyler Eifert (FA),29,47,394,13.6,71,6,5,0,0,0,0,8,83.9,10.5,0.0%,2016,11692,,,,,,,
26,Ryan Griffin (FA),50,74,442,8.8,45,4,2,0,0,0,1,16,79.2,5.0,0.0%,2016,11830,,,,,,,
27,Vance McDonald (FA),24,45,391,16.3,75,6,4,0,0,0,0,11,75.1,6.8,0.0%,2016,11699,,,,,,,
28,Jesse James (NO),39,60,338,8.7,24,2,3,0,0,0,0,16,71.3,4.5,0.0%,2016,13959,,,,,,,
29,Clive Walford (FA),33,52,359,10.9,31,3,3,0,0,0,0,15,70.4,4.7,0.0%,2016,13956,,,,,,,
30,Jermaine Gresham (FA),37,61,391,10.6,34,4,2,0,0,0,0,16,69.6,4.4,0.0%,2016,9685,,,,,,,
31,Will Tye (FA),48,70,395,8.2,27,3,1,0,0,0,0,16,69.5,4.3,0.0%,2016,14439,,,,,,,
32,Julius Thomas (FA),30,51,281,9.4,24,3,4,0,0,0,0,9,67.1,7.5,0.0%,2016,9966,,,,,,,
33,Garrett Celek (FA),29,50,350,12.1,31,4,3,0,0,0,1,16,65.5,4.1,0.0%,2016,11507,,,,,,,
34,Dion Sims (FA),26,35,256,9.8,28,4,4,0,0,0,0,14,62.6,4.5,0.0%,2016,11691,,,,,,,
35,Trey Burton (FA),37,60,327,8.8,32,1,1,0,0,0,0,16,57.2,3.6,0.0%,2016,12153,,,,,,,
36,Jared Cook (FA),30,51,377,12.6,47,6,1,0,0,0,1,10,56.7,5.7,0.0%,2016,9265,,,,,,,
37,Austin Hooper (LV),19,27,271,14.3,44,4,3,0,0,0,0,14,54.6,3.9,1.0%,2016,15581,,,,,,,
38,Richard Rodgers (FA),30,47,271,9.0,22,2,2,0,0,0,0,16,54.1,3.4,0.0%,2016,12233,,,,,,,
39,Jacob Tamme (FA),22,31,210,9.5,19,0,3,0,0,0,0,8,50.0,6.3,0.0%,2016,9252,,,,,,,
40,Ladarius Green (FA),18,34,304,16.9,37,7,1,0,0,0,0,6,45.4,7.6,0.0%,2016,11221,,,,,,,
41,Levine Toilolo (FA),13,19,264,20.3,46,4,2,0,0,0,0,16,44.9,2.8,0.0%,2016,11694,,,,,,,
42,Erik Swoope (FA),15,22,297,19.8,45,6,1,0,0,0,0,16,43.2,2.7,0.0%,2016,12352,,,,,,,
43,C.J. Uzomah (NYJ),25,38,234,9.4,54,2,1,0,0,0,0,10,41.9,4.2,0.2%,2016,14084,,,,,,,
44,Virgil Green (FA),22,37,237,10.8,31,2,1,0,0,0,0,12,40.7,3.4,0.0%,2016,10026,,,,,,,
45,Mychal Rivera (FA),18,25,192,10.7,27,3,1,0,0,0,0,13,34.2,2.6,0.2%,2016,11700,,,,,,,
46,Marcedes Lewis (CHI),20,30,169,8.5,37,1,1,0,0,0,0,10,32.9,3.3,0.0%,2016,9413,,,,,,,
47,Luke Willson (FA),15,21,129,8.6,19,0,2,0,0,0,0,11,32.4,2.9,0.0%,2016,11812,,,,,,,
48,Ben Koyack (FA),19,24,161,8.5,17,0,1,0,0,0,0,14,31.6,2.3,0.0%,2016,13958,,,,,,,
49,Seth DeValve (FA),10,12,127,12.7,25,3,2,0,0,0,0,12,29.7,2.5,0.0%,2016,15671,,,,,,,
50,Xavier Grimble (FA),11,21,118,10.7,20,2,2,0,0,0,0,13,29.3,2.3,0.0%,2016,12149,,,,,,,
51,Demetrius Harris (FA),17,31,123,7.2,13,0,1,0,0,0,0,16,28.8,1.8,0.0%,2016,11881,,,,,,,
52,Josh Hill (FA),15,22,149,9.9,35,3,1,0,0,0,0,9,28.4,3.2,0.0%,2016,13565,,,,,,,
53,Darren Fells (FA),14,18,154,11.0,37,2,1,0,0,0,0,14,28.4,2.0,0.0%,2016,13636,,,,,,,
54,Austin Seferian-Jenkins (FA),13,20,154,11.8,30,1,1,0,0,0,0,9,27.9,3.1,0.0%,2016,12145,,,,,,,
55,Daniel Brown (FA),16,20,124,7.8,12,0,1,0,0,0,0,8,26.4,3.3,0.0%,2016,14470,,,,,,,
56,Jerell Adams (FA),16,21,122,7.6,14,0,1,0,0,0,0,13,26.2,2.0,0.0%,2016,15831,,,,,,,
57,Darren Waller (NYG),10,17,85,8.5,15,0,2,0,0,0,0,12,25.5,2.1,98.5%,2016,14104,,,,,,,
58,Ed Dickson (FA),10,19,134,13.4,28,3,1,0,0,0,0,16,24.4,1.5,0.0%,2016,9706,,,,,,,
59,MarQueis Gray (FA),14,17,174,12.4,53,2,0,0,0,0,0,16,24.4,1.5,0.0%,2016,11865,,,,,,,
60,Anthony Fasano (FA),8,14,83,10.4,17,0,2,0,0,0,0,16,24.3,1.5,0.1%,2016,9023,,,,,,,
61,Brent Celek (FA),14,19,155,11.1,24,2,0,0,0,0,0,16,22.5,1.4,0.0%,2016,9070,,,,,,,
62,A.J. Derby (FA),16,20,160,10.0,17,0,0,0,0,0,1,10,22.0,2.2,0.0%,2016,14072,,,,,,,
63,Stephen Anderson (FA),11,16,93,8.5,14,0,1,0,0,0,0,13,20.8,1.6,0.0%,2016,15760,,,,,,,
64,Larry Donnell (FA),15,22,92,6.1,15,0,1,0,0,0,1,14,20.7,1.5,0.0%,2016,11992,,,,,,,
65,Tyler Higbee (LAR),11,29,85,7.7,31,1,1,0,0,0,0,16,20.0,1.3,70.1%,2016,15623,,,,,,,
66,Jeff Heuerman (FA),9,17,141,15.7,31,2,0,0,0,0,0,12,18.6,1.6,0.0%,2016,13961,,,,,,,
