pid,Player,Season,AVG,FPTS_TG_pred,STD,Position
25770,Deneric Prince KC (10),2023,270.5,3.9176543708204656,4.949747468305833,rb
22967,Darnell Washington PIT (6),2023,273.0,5.401999813204225,7.071067811865476,te
22913,Tyquan Thornton NE (11),2023,274.5,4.574130544470233,37.476659402887016,wr
23679,Sean Tucker TB (5),2023,275.0,3.227169716333228,28.284271247461906,rb
23242,Terrace Marshall Jr. CAR (7),2023,275.0,5.013384398456202,12.727922061357855,wr
16489,Mack Hollins ATL (11),2023,275.5,4.725059088602652,17.67766952966369,wr
19111,D'Ernest Johnson JAC (9),2023,278.0,3.4090214784620927,23.19310242291876,rb
25325,Evan Hull IND (11),2023,278.5,3.4756792293522234,4.949747468305833,rb
24205,Malik Davis DAL (7),2023,278.5,3.6148154976825633,27.577164466275352,rb
23748,Khalil Shakir BUF (13),2023,279.5,4.580252505176831,51.61879502661797,wr
23059,Kyren Williams LAR (10),2023,280.5,5.3469337058319955,14.849242404917495,rb
17243,Ronald Jones II DAL (7),2023,281.0,3.7350821504770653,23.19310242291876,rb
19263,Zack Moss IND (11),2023,281.0,3.7037653724742405,7.071067811865476,rb
25267,Luke Schoonmaker DAL (7),2023,282.0,3.0171922365488557,11.31370849898476,te
25333,Michael Wilson ARI (14),2023,282.0,4.740592795696822,31.11269837220809,wr
25332,Xavier Hutchinson HOU (7),2023,282.0,4.740592795696822,21.496046148071045,wr
16385,Corey Davis NYJ (7),2023,283.0,3.8344177942338997,21.496046148071045,wr
11821,Latavius Murray BUF (13),2023,283.0,3.848617653886027,23.19310242291876,rb
24238,Daniel Bellinger NYG (13),2023,284.0,4.1804255345588945,10.465180361560902,te
18585,Greg Dortch ARI (14),2023,286.0,5.784547406453621,21.496046148071045,wr
11215,Marvin Jones Jr. DET (9),2023,286.5,4.13504382091843,23.33452377915607,wr
23075,Eric Gray NYG (13),2023,287.0,4.466354455045721,33.94112549695428,rb
15637,Kenyan Drake IND (11),2023,287.0,4.615520996171417,23.19310242291876,rb
23162,Keaontay Ingram ARI (14),2023,288.0,2.968641013047549,36.76955262170047,rb
22989,Kayshon Boutte NE (11),2023,293.0,4.907379197626933,21.496046148071045,wr
19220,Jacob Eason,2023,295.0,4.473029844361978,31.254119728445403,qb
25681,Griffin Hebert SEA (5),2023,297.0,2.797227468582617,10.465180361560902,te
18037,Dontrell Hilliard,2023,297.0,5.7297089878102385,23.19310242291876,rb
13903,Melvin Gordon III BAL (13),2023,299.0,5.490380212325632,23.19310242291876,rb
25287,Cedric Tillman CLE (5),2023,301.0,4.763189035279291,22.62741699796952,wr
23143,Isaiah Spiller LAC (5),2023,301.0,3.61994286189121,19.79898987322333,rb
19351,Ke'Shawn Vaughn TB (5),2023,305.0,2.9676138210913865,23.19310242291876,rb
18607,Trayveon Williams CIN (7),2023,305.0,3.6049474127340075,18.384776310850235,rb
20100,Raheem Blackshear CAR (7),2023,306.0,2.8827715119578645,23.19310242291876,rb
17058,Matt Breida NYG (13),2023,309.0,5.628336876224495,23.19310242291876,rb
22969,Jordan Mason SF (9),2023,310.0,7.033876535622343,23.19310242291876,rb
19344,Denzel Mims DET (9),2023,313.0,4.910359483441866,21.496046148071045,wr
25331,Trey Palmer TB (5),2023,319.0,4.8930777821091205,21.496046148071045,wr
